term,term_translation,lang_code
https://publications.europa.eu/resource/authority/language/NLD,holandski,sh
https://publications.europa.eu/resource/authority/language/NLD,hollandaca,tr
https://publications.europa.eu/resource/authority/language/NLD,nederlandsk,da
https://publications.europa.eu/resource/authority/language/NLD,холандски,mk
https://publications.europa.eu/resource/authority/language/NLD,Dutch,en
https://publications.europa.eu/resource/authority/language/NLD,nederländska,sv
https://publications.europa.eu/resource/authority/language/NLD,neerlandês,pt
https://publications.europa.eu/resource/authority/language/NLD,néerlandais,fr
https://publications.europa.eu/resource/authority/language/NLD,holandiešu valoda,lv
https://publications.europa.eu/resource/authority/language/NLD,nizozemština,cs
https://publications.europa.eu/resource/authority/language/NLD,holland,hu
https://publications.europa.eu/resource/authority/language/NLD,neerlandeză,ro
https://publications.europa.eu/resource/authority/language/NLD,холандски,sr
https://publications.europa.eu/resource/authority/language/NLD,nizozemski,hr
https://publications.europa.eu/resource/authority/language/NLD,нидерландски,bg
https://publications.europa.eu/resource/authority/language/NLD,nederlandsk,no
https://publications.europa.eu/resource/authority/language/NLD,ολλανδικά,el
https://publications.europa.eu/resource/authority/language/NLD,нідерландська мова,uk
https://publications.europa.eu/resource/authority/language/NLD,holandčina,sk
https://publications.europa.eu/resource/authority/language/NLD,nizozemščina,sl
https://publications.europa.eu/resource/authority/language/NLD,Nederlands,nl
https://publications.europa.eu/resource/authority/language/NLD,neerlandés,es
https://publications.europa.eu/resource/authority/language/NLD,Niederländisch,de
https://publications.europa.eu/resource/authority/language/NLD,hollandi keel,et
https://publications.europa.eu/resource/authority/language/NLD,нидерландский,ru
https://publications.europa.eu/resource/authority/language/NLD,neerlandese,it
https://publications.europa.eu/resource/authority/language/NLD,hollanti,fi
http://lexvo.org/id/iso639-3/nld,Dutch,en
http://purl.obolibrary.org/obo/SCDO_0000493,Health Service Utilization,en
https://www.wikidata.org/wiki/Q389735,cardiovascular disease,en
https://www.wikidata.org/wiki/Q105252400,vaccine acceptance,en
http://purl.obolibrary.org/obo/SCDO_0000414,Education,en
https://www.wikidata.org/wiki/Q11000047,health system,en
http://purl.obolibrary.org/obo/NCIT_C16877,Morbidity,en
http://purl.obolibrary.org/obo/OMIT_0027917,Patient Safety,en
http://publications.europa.eu/resource/authority/data-theme/HEAL,Υγεία,el
http://publications.europa.eu/resource/authority/data-theme/HEAL,Zdrowie,pl
http://publications.europa.eu/resource/authority/data-theme/HEAL,Zdravje,sl
http://publications.europa.eu/resource/authority/data-theme/HEAL,Salute,it
http://publications.europa.eu/resource/authority/data-theme/HEAL,Saúde,pt
http://publications.europa.eu/resource/authority/data-theme/HEAL,Santé,fr
http://publications.europa.eu/resource/authority/data-theme/HEAL,Terveys,fi
http://publications.europa.eu/resource/authority/data-theme/HEAL,Sveikata,lt
http://publications.europa.eu/resource/authority/data-theme/HEAL,Здраве,bg
http://publications.europa.eu/resource/authority/data-theme/HEAL,Sláinte,ga
http://publications.europa.eu/resource/authority/data-theme/HEAL,Hälsa,sv
http://publications.europa.eu/resource/authority/data-theme/HEAL,Salud,es
http://publications.europa.eu/resource/authority/data-theme/HEAL,Zdraví,cs
http://publications.europa.eu/resource/authority/data-theme/HEAL,Zdravotníctvo,sk
http://publications.europa.eu/resource/authority/data-theme/HEAL,Helse,nn
http://publications.europa.eu/resource/authority/data-theme/HEAL,Sundhed,da
http://publications.europa.eu/resource/authority/data-theme/HEAL,Veselība,lv
http://publications.europa.eu/resource/authority/data-theme/HEAL,Helse,nb
http://publications.europa.eu/resource/authority/data-theme/HEAL,Zdravlje,hr
http://publications.europa.eu/resource/authority/data-theme/HEAL,Gesundheit,de
http://publications.europa.eu/resource/authority/data-theme/HEAL,Sănătate,ro
http://publications.europa.eu/resource/authority/data-theme/HEAL,Tervis,et
http://publications.europa.eu/resource/authority/data-theme/HEAL,Saħħa,mt
http://publications.europa.eu/resource/authority/data-theme/HEAL,Egészségügy,hu
http://publications.europa.eu/resource/authority/data-theme/HEAL,Gezondheid,nl
http://publications.europa.eu/resource/authority/data-theme/HEAL,Helse,no
http://publications.europa.eu/resource/authority/data-theme/HEAL,Health,en
https://www.wikidata.org/wiki/Q67171878,tobacco use,en
https://www.wikidata.org/wiki/Q59283414,health care costs,en
https://www.wikidata.org/wiki/Q13579947,misinformation,en
http://purl.obolibrary.org/obo/OMIT_0001080,"Accidents, Traffic",en
http://purl.obolibrary.org/obo/OMRSE_00000013,physician role,en
http://purl.obolibrary.org/obo/NCIT_C18059,Tobacco Use,en
http://purl.obolibrary.org/obo/NCIT_C16729,Infant Mortality,en
http://purl.obolibrary.org/obo/NCIT_C20821,Nurse,en
https://www.wikidata.org/wiki/Q12174,obesity,en
https://publications.europa.eu/resource/authority/language/SRP,сръбски,bg
https://publications.europa.eu/resource/authority/language/SRP,Serbisch,de
https://publications.europa.eu/resource/authority/language/SRP,serbia,fi
https://publications.europa.eu/resource/authority/language/SRP,serbo,it
https://publications.europa.eu/resource/authority/language/SRP,Servisch,nl
https://publications.europa.eu/resource/authority/language/SRP,serbu valoda,lv
https://publications.europa.eu/resource/authority/language/SRP,Serbian,en
https://publications.europa.eu/resource/authority/language/SRP,Serb,mt
https://publications.europa.eu/resource/authority/language/SRP,srpski,sh
https://publications.europa.eu/resource/authority/language/SRP,srbština,cs
https://publications.europa.eu/resource/authority/language/SRP,srbčina,sk
https://publications.europa.eu/resource/authority/language/SRP,serbų kalba,lt
https://publications.europa.eu/resource/authority/language/SRP,сербский,ru
https://publications.europa.eu/resource/authority/language/SRP,sérvio,pt
https://publications.europa.eu/resource/authority/language/SRP,serbski,pl
https://publications.europa.eu/resource/authority/language/SRP,sırpça,tr
https://publications.europa.eu/resource/authority/language/SRP,сербська мова,uk
https://publications.europa.eu/resource/authority/language/SRP,srbščina,sl
https://publications.europa.eu/resource/authority/language/SRP,serbneska,is
https://publications.europa.eu/resource/authority/language/SRP,српски,mk
https://publications.europa.eu/resource/authority/language/SRP,serbiska,sv
https://publications.europa.eu/resource/authority/language/SRP,serbio,es
https://publications.europa.eu/resource/authority/language/SRP,Seirbis,ga
https://publications.europa.eu/resource/authority/language/SRP,sârbă,ro
https://publications.europa.eu/resource/authority/language/SRP,srpski,hr
https://publications.europa.eu/resource/authority/language/SRP,szerb,hu
https://publications.europa.eu/resource/authority/language/SRP,serbisk,da
https://publications.europa.eu/resource/authority/language/SRP,serbisk,no
https://publications.europa.eu/resource/authority/language/SRP,serbe,fr
https://publications.europa.eu/resource/authority/language/SRP,serbišćina,hsb
https://publications.europa.eu/resource/authority/language/SRP,serbia keel,et
https://publications.europa.eu/resource/authority/language/SRP,σερβικά,el
https://publications.europa.eu/resource/authority/language/SRP,српски,sr
http://lexvo.org/id/iso639-3/srp,Serbian,en
http://purl.obolibrary.org/obo/OMIT_0007885,Hospital Bed Capacity,en
http://purl.obolibrary.org/obo/OPMI_0000482,medical visit,en
http://purl.obolibrary.org/obo/APOLLO_SV_00000550,contact tracing,en
http://purl.obolibrary.org/obo/NCIT_C128353,Airborne Transmission,en
https://www.wikidata.org/wiki/Q142259,hospital bed,en
https://publications.europa.eu/resource/authority/language/MLT,maltesiska,sv
https://publications.europa.eu/resource/authority/language/MLT,maltiečių kalba,lt
https://publications.europa.eu/resource/authority/language/MLT,Maltese,en
https://publications.europa.eu/resource/authority/language/MLT,maltais,fr
https://publications.europa.eu/resource/authority/language/MLT,máltai,hu
https://publications.europa.eu/resource/authority/language/MLT,malteză,ro
https://publications.europa.eu/resource/authority/language/MLT,Malti,mt
https://publications.europa.eu/resource/authority/language/MLT,maltés,es
https://publications.europa.eu/resource/authority/language/MLT,maltčina,sk
https://publications.europa.eu/resource/authority/language/MLT,малтешки,sr
https://publications.europa.eu/resource/authority/language/MLT,malteški,sh
https://publications.europa.eu/resource/authority/language/MLT,maltiešu valoda,lv
https://publications.europa.eu/resource/authority/language/MLT,мальтийский,ru
https://publications.europa.eu/resource/authority/language/MLT,malta,fi
https://publications.europa.eu/resource/authority/language/MLT,малтешки,mk
https://publications.europa.eu/resource/authority/language/MLT,maltaca,tr
https://publications.europa.eu/resource/authority/language/MLT,malteščina,sl
https://publications.europa.eu/resource/authority/language/MLT,maltašćina,hsb
https://publications.europa.eu/resource/authority/language/MLT,maltština,cs
https://publications.europa.eu/resource/authority/language/MLT,maltese,it
https://publications.europa.eu/resource/authority/language/MLT,maltesisk,no
https://publications.europa.eu/resource/authority/language/MLT,malta keel,et
https://publications.europa.eu/resource/authority/language/MLT,малтийски,bg
https://publications.europa.eu/resource/authority/language/MLT,maltês,pt
https://publications.europa.eu/resource/authority/language/MLT,maltneska,is
https://publications.europa.eu/resource/authority/language/MLT,μαλτέζικα,el
https://publications.europa.eu/resource/authority/language/MLT,malteški,hr
https://publications.europa.eu/resource/authority/language/MLT,maltesisk,da
https://publications.europa.eu/resource/authority/language/MLT,maltański,pl
https://publications.europa.eu/resource/authority/language/MLT,Maltees,nl
https://publications.europa.eu/resource/authority/language/MLT,мальтійська мова,uk
https://publications.europa.eu/resource/authority/language/MLT,Máltais,ga
https://publications.europa.eu/resource/authority/language/MLT,Maltesisch,de
http://lexvo.org/id/iso639-3/mlt,Maltese,en
http://purl.obolibrary.org/obo/NCIT_C15406,Cancer Screening,en
https://publications.europa.eu/resource/authority/language/SWE,шведски,bg
https://publications.europa.eu/resource/authority/language/SWE,Schwedisch,de
https://publications.europa.eu/resource/authority/language/SWE,шведски,sr
https://publications.europa.eu/resource/authority/language/SWE,rootsi keel,et
https://publications.europa.eu/resource/authority/language/SWE,svenska,sv
https://publications.europa.eu/resource/authority/language/SWE,sænska,is
https://publications.europa.eu/resource/authority/language/SWE,шведский,ru
https://publications.europa.eu/resource/authority/language/SWE,suédois,fr
https://publications.europa.eu/resource/authority/language/SWE,ruotsi,fi
https://publications.europa.eu/resource/authority/language/SWE,Swedish,en
https://publications.europa.eu/resource/authority/language/SWE,svedese,it
https://publications.europa.eu/resource/authority/language/SWE,ısveççe,tr
https://publications.europa.eu/resource/authority/language/SWE,svensk,da
https://publications.europa.eu/resource/authority/language/SWE,sueco,pt
https://publications.europa.eu/resource/authority/language/SWE,suedeză,ro
https://publications.europa.eu/resource/authority/language/SWE,Sualainnis,ga
https://publications.europa.eu/resource/authority/language/SWE,шведська мова,uk
https://publications.europa.eu/resource/authority/language/SWE,švedščina,sl
https://publications.europa.eu/resource/authority/language/SWE,szwedzki,pl
https://publications.europa.eu/resource/authority/language/SWE,svéd,hu
https://publications.europa.eu/resource/authority/language/SWE,švedų kalba,lt
https://publications.europa.eu/resource/authority/language/SWE,шведски,mk
https://publications.europa.eu/resource/authority/language/SWE,Zweeds,nl
https://publications.europa.eu/resource/authority/language/SWE,švedski,hr
https://publications.europa.eu/resource/authority/language/SWE,šwedšćina,hsb
https://publications.europa.eu/resource/authority/language/SWE,švedski,sh
https://publications.europa.eu/resource/authority/language/SWE,švédčina,sk
https://publications.europa.eu/resource/authority/language/SWE,Svediż,mt
https://publications.europa.eu/resource/authority/language/SWE,švédština,cs
https://publications.europa.eu/resource/authority/language/SWE,zviedru valoda,lv
https://publications.europa.eu/resource/authority/language/SWE,σουηδικά,el
https://publications.europa.eu/resource/authority/language/SWE,sueco,es
https://publications.europa.eu/resource/authority/language/SWE,svensk,no
http://lexvo.org/id/iso639-3/swe,Swedish,en
http://purl.obolibrary.org/obo/OMIT_0004449,Communicable Diseases,en
https://www.wikidata.org/wiki/Q84263196,COVID-19,en
http://purl.obolibrary.org/obo/NCIT_C16205,Healthcare Activity,en
http://purl.obolibrary.org/obo/OMIT_0016881,Contact Tracing,en
https://www.wikidata.org/wiki/Q3706138,determinants of health,en
http://purl.obolibrary.org/obo/OBI_1110053,cancer,en
https://www.wikidata.org/wiki/Q110207349,psychoactive drug use,en
https://www.wikidata.org/wiki/Q42138532,genetic characteristic,en
http://purl.obolibrary.org/obo/NCIT_C2985,Diabetes Mellitus,en
https://www.wikidata.org/wiki/Q16917,hospital,en
http://purl.obolibrary.org/obo/NCIT_C173747,Protective Face Mask,en
https://publications.europa.eu/resource/authority/language/SLV,словенски,bg
https://publications.europa.eu/resource/authority/language/SLV,slovēņu valoda,lv
https://publications.europa.eu/resource/authority/language/SLV,slovensk,da
https://publications.europa.eu/resource/authority/language/SLV,slóvenska,is
https://publications.europa.eu/resource/authority/language/SLV,esloveno,pt
https://publications.europa.eu/resource/authority/language/SLV,Sloven,mt
https://publications.europa.eu/resource/authority/language/SLV,Slóivéinis,ga
https://publications.europa.eu/resource/authority/language/SLV,словенська мова,uk
https://publications.europa.eu/resource/authority/language/SLV,sloveno,it
https://publications.europa.eu/resource/authority/language/SLV,slovensk,no
https://publications.europa.eu/resource/authority/language/SLV,slovence,tr
https://publications.europa.eu/resource/authority/language/SLV,Sloveens,nl
https://publications.europa.eu/resource/authority/language/SLV,slovenski,sh
https://publications.europa.eu/resource/authority/language/SLV,sloveenia keel,et
https://publications.europa.eu/resource/authority/language/SLV,slovėnų kalba,lt
https://publications.europa.eu/resource/authority/language/SLV,słoweński,pl
https://publications.europa.eu/resource/authority/language/SLV,словеначки,sr
https://publications.europa.eu/resource/authority/language/SLV,σλοβενικά,el
https://publications.europa.eu/resource/authority/language/SLV,slovenă,ro
https://publications.europa.eu/resource/authority/language/SLV,Slowenisch,de
https://publications.europa.eu/resource/authority/language/SLV,słowjenšćina,hsb
https://publications.europa.eu/resource/authority/language/SLV,slovenski,hr
https://publications.europa.eu/resource/authority/language/SLV,slovinčina,sk
https://publications.europa.eu/resource/authority/language/SLV,словенечки,mk
https://publications.europa.eu/resource/authority/language/SLV,Slovenian,en
https://publications.europa.eu/resource/authority/language/SLV,esloveno,es
https://publications.europa.eu/resource/authority/language/SLV,slovenska,sv
https://publications.europa.eu/resource/authority/language/SLV,slovinština,cs
https://publications.europa.eu/resource/authority/language/SLV,словенский,ru
https://publications.europa.eu/resource/authority/language/SLV,szlovén,hu
https://publications.europa.eu/resource/authority/language/SLV,slovène,fr
https://publications.europa.eu/resource/authority/language/SLV,slovenščina,sl
https://publications.europa.eu/resource/authority/language/SLV,sloveeni,fi
http://lexvo.org/id/iso639-3/slv,Slovenian,en
https://www.wikidata.org/wiki/Q1128437,contact tracing,en
https://www.wikidata.org/wiki/Q3044843,cancer screening,en
https://publications.europa.eu/resource/authority/language/POL,Polainnis,ga
https://publications.europa.eu/resource/authority/language/POL,полски,mk
https://publications.europa.eu/resource/authority/language/POL,polacco,it
https://publications.europa.eu/resource/authority/language/POL,Pools,nl
https://publications.europa.eu/resource/authority/language/POL,polaco,es
https://publications.europa.eu/resource/authority/language/POL,Polnisch,de
https://publications.europa.eu/resource/authority/language/POL,пољски,sr
https://publications.europa.eu/resource/authority/language/POL,πολωνικά,el
https://publications.europa.eu/resource/authority/language/POL,pólšćina,hsb
https://publications.europa.eu/resource/authority/language/POL,polsk,da
https://publications.europa.eu/resource/authority/language/POL,polonais,fr
https://publications.europa.eu/resource/authority/language/POL,poljščina,sl
https://publications.europa.eu/resource/authority/language/POL,lenkų kalba,lt
https://publications.europa.eu/resource/authority/language/POL,polski,pl
https://publications.europa.eu/resource/authority/language/POL,poļu valoda,lv
https://publications.europa.eu/resource/authority/language/POL,poola keel,et
https://publications.europa.eu/resource/authority/language/POL,pólska,is
https://publications.europa.eu/resource/authority/language/POL,polština,cs
https://publications.europa.eu/resource/authority/language/POL,польська мова,uk
https://publications.europa.eu/resource/authority/language/POL,poljski,sh
https://publications.europa.eu/resource/authority/language/POL,puola,fi
https://publications.europa.eu/resource/authority/language/POL,polaco,pt
https://publications.europa.eu/resource/authority/language/POL,polsk,no
https://publications.europa.eu/resource/authority/language/POL,полски,bg
https://publications.europa.eu/resource/authority/language/POL,polonă,ro
https://publications.europa.eu/resource/authority/language/POL,lengyel,hu
https://publications.europa.eu/resource/authority/language/POL,польский,ru
https://publications.europa.eu/resource/authority/language/POL,poľština,sk
https://publications.europa.eu/resource/authority/language/POL,lehçe,tr
https://publications.europa.eu/resource/authority/language/POL,poljski,hr
https://publications.europa.eu/resource/authority/language/POL,polska,sv
https://publications.europa.eu/resource/authority/language/POL,Pollakk,mt
https://publications.europa.eu/resource/authority/language/POL,Polish,en
http://lexvo.org/id/iso639-3/pol,Polish,en
https://www.wikidata.org/wiki/Q39631,physician,en
https://www.wikidata.org/wiki/Q82642,blood pressure,en
http://purl.obolibrary.org/obo/OBI_0000844,obsolete hospital,en
https://www.wikidata.org/wiki/Q2647488,alcohol consumption,en
http://purl.obolibrary.org/obo/IDOMAL_0000023,zoonotic,en
https://www.wikidata.org/wiki/Q4927522,blood-borne disease,en
https://publications.europa.eu/resource/authority/language/HUN,maďarčina,sk
https://publications.europa.eu/resource/authority/language/HUN,ουγγρικά,el
https://publications.europa.eu/resource/authority/language/HUN,ungāru valoda,lv
https://publications.europa.eu/resource/authority/language/HUN,Hungarian,en
https://publications.europa.eu/resource/authority/language/HUN,Ungarisch,de
https://publications.europa.eu/resource/authority/language/HUN,ungari keel,et
https://publications.europa.eu/resource/authority/language/HUN,ungherese,it
https://publications.europa.eu/resource/authority/language/HUN,Ungeriż,mt
https://publications.europa.eu/resource/authority/language/HUN,maďarština,cs
https://publications.europa.eu/resource/authority/language/HUN,ungverska,is
https://publications.europa.eu/resource/authority/language/HUN,унгарски,bg
https://publications.europa.eu/resource/authority/language/HUN,унгарски,mk
https://publications.europa.eu/resource/authority/language/HUN,węgierski,pl
https://publications.europa.eu/resource/authority/language/HUN,Ungáiris,ga
https://publications.europa.eu/resource/authority/language/HUN,mađarski,sh
https://publications.europa.eu/resource/authority/language/HUN,vengrų kalba,lt
https://publications.europa.eu/resource/authority/language/HUN,macarca,tr
https://publications.europa.eu/resource/authority/language/HUN,Hongaars,nl
https://publications.europa.eu/resource/authority/language/HUN,hongrois,fr
https://publications.europa.eu/resource/authority/language/HUN,madźaršćina,hsb
https://publications.europa.eu/resource/authority/language/HUN,unkari,fi
https://publications.europa.eu/resource/authority/language/HUN,ungarsk,no
https://publications.europa.eu/resource/authority/language/HUN,húngaro,es
https://publications.europa.eu/resource/authority/language/HUN,magyar,hu
https://publications.europa.eu/resource/authority/language/HUN,ungarsk,da
https://publications.europa.eu/resource/authority/language/HUN,mađarski,hr
https://publications.europa.eu/resource/authority/language/HUN,угорська мова,uk
https://publications.europa.eu/resource/authority/language/HUN,húngaro,pt
https://publications.europa.eu/resource/authority/language/HUN,мађарски,sr
https://publications.europa.eu/resource/authority/language/HUN,maghiară,ro
https://publications.europa.eu/resource/authority/language/HUN,венгерский,ru
https://publications.europa.eu/resource/authority/language/HUN,ungerska,sv
https://publications.europa.eu/resource/authority/language/HUN,madžarščina,sl
http://lexvo.org/id/iso639-3/hun,Hungarian,en
http://purl.obolibrary.org/obo/OMIT_0012168,Poverty,en
http://purl.obolibrary.org/obo/OMIT_0008353,Infant Mortality,en
http://purl.obolibrary.org/obo/MFOMD_0000001,mental disease,en
https://www.wikidata.org/wiki/Q12135,mental disorder,en
http://purl.obolibrary.org/obo/VO_0000809,vaccination coverage,en
http://purl.obolibrary.org/obo/OMIT_0003154,Blood Pressure,en
http://purl.obolibrary.org/obo/OMIT_0024293,Overweight,en
http://semanticscience.org/resource/SIO_001022,diagnostic test,en
https://publications.europa.eu/resource/authority/language/HRV,croată,ro
https://publications.europa.eu/resource/authority/language/HRV,Kroatisch,de
https://publications.europa.eu/resource/authority/language/HRV,horvaadi keel,et
https://publications.europa.eu/resource/authority/language/HRV,κροατικά,el
https://publications.europa.eu/resource/authority/language/HRV,хорватська мова,uk
https://publications.europa.eu/resource/authority/language/HRV,хрватски,sr
https://publications.europa.eu/resource/authority/language/HRV,hırvatça,tr
https://publications.europa.eu/resource/authority/language/HRV,kroatisk,no
https://publications.europa.eu/resource/authority/language/HRV,Kroatisch,nl
https://publications.europa.eu/resource/authority/language/HRV,croata,es
https://publications.europa.eu/resource/authority/language/HRV,Cróitis,ga
https://publications.europa.eu/resource/authority/language/HRV,chorwatšćina,hsb
https://publications.europa.eu/resource/authority/language/HRV,hrvaščina,sl
https://publications.europa.eu/resource/authority/language/HRV,kroatisk,da
https://publications.europa.eu/resource/authority/language/HRV,króatíska,is
https://publications.europa.eu/resource/authority/language/HRV,croate,fr
https://publications.europa.eu/resource/authority/language/HRV,chorvátčina,sk
https://publications.europa.eu/resource/authority/language/HRV,kroatiska,sv
https://publications.europa.eu/resource/authority/language/HRV,Kroat,mt
https://publications.europa.eu/resource/authority/language/HRV,kroatų kalba,lt
https://publications.europa.eu/resource/authority/language/HRV,хорватский,ru
https://publications.europa.eu/resource/authority/language/HRV,croato,it
https://publications.europa.eu/resource/authority/language/HRV,хърватски,bg
https://publications.europa.eu/resource/authority/language/HRV,kroatia,fi
https://publications.europa.eu/resource/authority/language/HRV,horvātu valoda,lv
https://publications.europa.eu/resource/authority/language/HRV,croata,pt
https://publications.europa.eu/resource/authority/language/HRV,chorwacki,pl
https://publications.europa.eu/resource/authority/language/HRV,horvát,hu
https://publications.europa.eu/resource/authority/language/HRV,хрватски,mk
https://publications.europa.eu/resource/authority/language/HRV,hrvatski,sh
https://publications.europa.eu/resource/authority/language/HRV,chorvatština,cs
https://publications.europa.eu/resource/authority/language/HRV,hrvatski,hr
https://publications.europa.eu/resource/authority/language/HRV,Croatian,en
http://lexvo.org/id/iso639-3/hrv,Croatian,en
http://purl.obolibrary.org/obo/GSSO_009380,health care quality,en
https://www.wikidata.org/wiki/Q94298961,Medical Appointment,en
https://www.wikidata.org/wiki/Q3137154,non-communicable disease,en
http://purl.obolibrary.org/obo/SCDO_0001090,Socioeconomic Factors,en
http://purl.obolibrary.org/obo/IDO_0000436,infectious disease,en
https://www.wikidata.org/wiki/Q43656,cholesterol,en
http://purl.obolibrary.org/obo/OMIT_0022422,Maternal-Fetal Relations,en
http://purl.obolibrary.org/obo/OMIT_0013818,Social Environment,en
https://www.wikidata.org/wiki/Q3286546,respiratory disease,en
https://publications.europa.eu/resource/authority/language/ITA,Italian,en
https://publications.europa.eu/resource/authority/language/ITA,olasz,hu
https://publications.europa.eu/resource/authority/language/ITA,talijanski,hr
https://publications.europa.eu/resource/authority/language/ITA,italiano,es
https://publications.europa.eu/resource/authority/language/ITA,итальянский,ru
https://publications.europa.eu/resource/authority/language/ITA,italien,fr
https://publications.europa.eu/resource/authority/language/ITA,italijanščina,sl
https://publications.europa.eu/resource/authority/language/ITA,ıtalyanca,tr
https://publications.europa.eu/resource/authority/language/ITA,ítalska,is
https://publications.europa.eu/resource/authority/language/ITA,italiano,it
https://publications.europa.eu/resource/authority/language/ITA,italiano,pt
https://publications.europa.eu/resource/authority/language/ITA,italšćina,hsb
https://publications.europa.eu/resource/authority/language/ITA,itaalia keel,et
https://publications.europa.eu/resource/authority/language/ITA,italiensk,da
https://publications.europa.eu/resource/authority/language/ITA,італійська мова,uk
https://publications.europa.eu/resource/authority/language/ITA,italienska,sv
https://publications.europa.eu/resource/authority/language/ITA,italiensk,no
https://publications.europa.eu/resource/authority/language/ITA,italia,fi
https://publications.europa.eu/resource/authority/language/ITA,italština,cs
https://publications.europa.eu/resource/authority/language/ITA,ιταλικά,el
https://publications.europa.eu/resource/authority/language/ITA,Italiaans,nl
https://publications.europa.eu/resource/authority/language/ITA,italijanski,sh
https://publications.europa.eu/resource/authority/language/ITA,taliančina,sk
https://publications.europa.eu/resource/authority/language/ITA,италијански,sr
https://publications.europa.eu/resource/authority/language/ITA,włoski,pl
https://publications.europa.eu/resource/authority/language/ITA,Taljan,mt
https://publications.europa.eu/resource/authority/language/ITA,италиански,bg
https://publications.europa.eu/resource/authority/language/ITA,italų kalba,lt
https://publications.europa.eu/resource/authority/language/ITA,Iodáilis,ga
https://publications.europa.eu/resource/authority/language/ITA,itāļu valoda,lv
https://publications.europa.eu/resource/authority/language/ITA,италијански,mk
https://publications.europa.eu/resource/authority/language/ITA,Italienisch,de
https://publications.europa.eu/resource/authority/language/ITA,italiană,ro
http://lexvo.org/id/iso639-3/ita,Italian,en
http://purl.obolibrary.org/obo/SCDO_0001082,Social Environment,en
https://www.wikidata.org/wiki/Q7981051,well-being,en
https://www.wikidata.org/wiki/Q1367554,morbidity,en
http://edamontology.org/topic_3324,Infectious disease,en
http://purl.obolibrary.org/obo/TRANS_0000009,airborne transmission,en
http://purl.obolibrary.org/obo/OMIABIS_0001041,surgical procedure,en
http://purl.obolibrary.org/obo/GSSO_006598,self-injury,en
https://www.wikidata.org/wiki/Q11024,communication,en
https://www.wikidata.org/wiki/Q95439933,Vaccine-preventable Diseases,en
http://purl.obolibrary.org/obo/NCIT_C25193,Occupation,en
https://www.wikidata.org/wiki/Q835884,infant mortality,en
http://purl.obolibrary.org/obo/SCDO_0000496,Healthcare Access,en
http://purl.obolibrary.org/obo/OMIT_0007941,Housing,en
http://purl.obolibrary.org/obo/OHD_0000005,surgical procedure,en
http://purl.obolibrary.org/obo/SCDO_0000494,Health System,en
https://publications.europa.eu/resource/authority/language/SPA,spanyol,hu
https://publications.europa.eu/resource/authority/language/SPA,spansk,da
https://publications.europa.eu/resource/authority/language/SPA,Spanish,en
https://publications.europa.eu/resource/authority/language/SPA,Spanjol,mt
https://publications.europa.eu/resource/authority/language/SPA,Spaans,nl
https://publications.europa.eu/resource/authority/language/SPA,испанский,ru
https://publications.europa.eu/resource/authority/language/SPA,španščina,sl
https://publications.europa.eu/resource/authority/language/SPA,španielčina,sk
https://publications.europa.eu/resource/authority/language/SPA,hiszpański,pl
https://publications.europa.eu/resource/authority/language/SPA,spanska,sv
https://publications.europa.eu/resource/authority/language/SPA,Spanisch,de
https://publications.europa.eu/resource/authority/language/SPA,španski,sh
https://publications.europa.eu/resource/authority/language/SPA,ispanų kalba,lt
https://publications.europa.eu/resource/authority/language/SPA,испански,bg
https://publications.europa.eu/resource/authority/language/SPA,іспанська мова,uk
https://publications.europa.eu/resource/authority/language/SPA,espanhol,pt
https://publications.europa.eu/resource/authority/language/SPA,španělština,cs
https://publications.europa.eu/resource/authority/language/SPA,spænska,is
https://publications.europa.eu/resource/authority/language/SPA,шпански,mk
https://publications.europa.eu/resource/authority/language/SPA,spaniolă,ro
https://publications.europa.eu/resource/authority/language/SPA,španišćina,hsb
https://publications.europa.eu/resource/authority/language/SPA,španjolski,hr
https://publications.europa.eu/resource/authority/language/SPA,шпански,sr
https://publications.europa.eu/resource/authority/language/SPA,hispaania keel,et
https://publications.europa.eu/resource/authority/language/SPA,español,es
https://publications.europa.eu/resource/authority/language/SPA,spansk,no
https://publications.europa.eu/resource/authority/language/SPA,espanja,fi
https://publications.europa.eu/resource/authority/language/SPA,spāņu valoda,lv
https://publications.europa.eu/resource/authority/language/SPA,spagnolo,it
https://publications.europa.eu/resource/authority/language/SPA,ισπανικά,el
https://publications.europa.eu/resource/authority/language/SPA,espagnol,fr
https://publications.europa.eu/resource/authority/language/SPA,ıspanyolca,tr
https://publications.europa.eu/resource/authority/language/SPA,Spáinnis,ga
http://lexvo.org/id/iso639-3/spa,Spanish,en
https://www.wikidata.org/wiki/Q12198,sexually transmitted infection,en
http://purl.obolibrary.org/obo/NCIT_C16273,Alcohol Consumption,en
http://purl.obolibrary.org/obo/APOLLO_SV_00000239,infectious disease,en
https://www.wikidata.org/wiki/Q1475557,patient safety,en
https://www.wikidata.org/wiki/Q188419,life expectancy,en
https://www.wikidata.org/wiki/Q1571836,social environment,en
https://www.wikidata.org/wiki/Q189656,disinformation,en
https://www.wikidata.org/wiki/Q12131,disability,en
http://purl.obolibrary.org/obo/NCIT_C173636,Social Distancing,en
https://www.wikidata.org/wiki/Q180910,leisure,en
http://purl.obolibrary.org/obo/OBI_1110040,infectious disease,en
https://publications.europa.eu/resource/authority/language/LAV,lett,hu
https://publications.europa.eu/resource/authority/language/LAV,letão,pt
